# created by Name here
   0.1000000000,     0.0019
   0.2000000000,     0.0038
   0.3000000000,     0.0075
   0.4000000000,     0.0145
   0.5000000000,     0.0276
   0.6000000000,     0.0516
   0.7000000000,     0.0944
